,zip,city,state,latitude,longitude,countyname,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12
199,95747,Roseville,CA,38.768829,-121.33628999999999,Placer County,463100,469200,474400,476000,476900,478200,478600,477200,476500,477000,478600,480900
200,23320,Chesapeake,VA,36.761697999999996,-76.24511,Chesapeake City,259900,260500,260500,259900,259600,260100,261100,262300,263500,264500,265500,266200
201,90280,South Gate,CA,33.944264000000004,-118.1949,Los Angeles County,425900,428100,429500,430200,430400,430200,430400,430700,432500,435900,439600,442000
202,46227,Indianapolis,IN,39.678495,-86.12973000000001,Marion County,134800,136100,137500,139700,142000,143300,144500,146100,148100,150100,152000,153300
203,43230,Gahanna,OH,40.039963,-82.87855,Franklin County,210600,211300,212200,213300,214400,215600,217000,218300,219500,221000,222400,223800
204,92592,Temecula,CA,33.495343,-117.07656999999999,Riverside County,466000,469200,470200,470800,473800,478100,481500,484400,485600,483900,482100,483000
205,34711,Clermont,FL,28.545741999999997,-81.74805,Lake County,248000,250500,252800,254100,254600,254900,255400,257000,259600,262200,263700,264200
206,19111,Philadelphia,PA,40.057660999999996,-75.08018,Philadelphia County,172600,174100,175400,175600,175700,176000,176800,178000,180000,182400,184900,186700
207,89117,Las Vegas,NV,36.140974,-115.28205,Clark County,327100,331500,334500,337400,341400,345600,348700,351500,355200,358700,360600,361100
208,11236,New York,NY,40.640527,-73.90361999999999,Kings County,457700,464100,469500,472600,475400,477400,476200,477000,485900,499200,507400,509400
209,30080,Smyrna,GA,33.87578,-84.50381999999999,Cobb County,300100,305600,310400,314100,317400,319200,320000,321200,323300,326200,330200,333300
210,30041,Cumming,GA,34.201503,-84.09764,Forsyth County,348700,350900,352100,353200,354200,354700,355000,355500,357100,359700,361600,362800
211,74012,Broken Arrow,OK,36.045907,-95.80694,Tulsa County,157500,158800,160200,160900,161200,161300,161700,162000,162100,162000,162000,162200
212,32218,Jacksonville,FL,30.449096,-81.65651,Duval County,163100,164800,166500,168000,169500,170600,171700,172600,173900,175600,176800,177300
213,30052,Loganville,GA,33.823809000000004,-83.89423000000001,Gwinnett County,193000,195400,197000,198300,199500,200800,202300,203700,205200,207300,209900,211800
214,21117,Owings Mills,MD,39.419105,-76.78388000000001,Baltimore County,265600,267300,269300,271000,271900,272000,272000,272000,271800,272000,273400,275000
215,75035,Frisco,TX,33.130086,-96.78177,Collin County,364400,365500,365900,366800,367600,367800,367700,367100,365500,365000,366500,368100
216,91730,Rancho Cucamonga,CA,34.104555,-117.58734,San Bernardino County,450100,452500,454500,456700,459900,463100,465200,465800,465000,464500,465600,467300
217,32244,Jacksonville,FL,30.222489000000003,-81.74894,Duval County,148100,150000,151600,152500,153500,154400,155100,155600,156500,157900,159200,160100
218,27834,Greenville,NC,35.626653000000005,-77.37895999999999,Pitt County,97200,99500,101600,101900,102000,102400,103700,103700,103400,104800,107300,108400
219,90201,Bell,CA,33.972814,-118.17385,Los Angeles County,429800,432800,434400,434700,435200,436100,437600,439100,440700,443300,445500,446500
220,92101,San Diego,CA,32.719601000000004,-117.16246000000001,San Diego County,623500,634200,644400,648500,647700,637800,623500,615100,609800,604600,604200,608500
221,92109,San Diego,CA,32.791246,-117.24343,San Diego County,1184400,1208600,1226700,1235300,1239300,1240800,1243400,1250900,1254800,1252000,1247300,1245400
222,32256,Jacksonville,FL,30.206922,-81.54604,Duval County,330800,330600,329600,328700,328200,328100,328100,328200,329000,330500,331500,332000
223,32822,Orlando,FL,28.494931,-81.28949,Orange County,183100,186300,188700,190500,192900,195400,196900,197700,198300,199100,200300,201800
224,90004,Los Angeles,CA,34.07711,-118.30755,Los Angeles County,1534000,1544900,1552500,1560100,1570000,1581400,1597900,1609800,1605700,1596900,1589800,1582000
225,7093,West New York,NJ,40.7895,-74.01223,Hudson County,392600,400500,408000,409200,407900,407800,408500,408400,413100,421900,431400,436900
226,38401,Columbia,TN,35.619784,-87.03565,Maury County,165400,167600,169900,171500,173000,174300,175100,175800,177500,180300,183500,185900
227,33186,The Crossings,FL,25.662292,-80.40947,Miami-Dade County,320700,323600,325000,325900,327800,330100,331700,332800,334200,336600,339000,340600
228,48103,Ann Arbor,MI,42.280887,-83.79146999999999,Washtenaw County,352600,357800,361800,366700,372900,377100,377900,377400,377000,378900,381400,383300
229,30062,Marietta,GA,33.99605,-84.47464000000001,Cobb County,323300,326700,329100,330700,332100,332900,332900,332700,333000,335100,338300,340800
230,75206,Dallas,TX,32.826128000000004,-96.7712,Dallas County,462600,467700,471400,474300,477800,478700,476000,474200,475100,477000,482000,488600
231,90706,Bellflower,CA,33.888165,-118.1276,Los Angeles County,516800,521100,524000,525400,525300,524200,523600,524400,526200,528400,530000,531100
232,89052,Henderson,NV,35.979863,-115.09895,Clark County,402900,407100,409300,410700,413200,415900,418100,420900,424000,426700,428500,429700
233,30331,Atlanta,GA,33.715558,-84.52728,Fulton County,139000,141200,142100,142800,143800,144800,145800,147000,149000,152000,154900,156700
234,2155,Medford,MA,42.419846,-71.10942,Middlesex County,599900,607700,611900,614900,619300,624300,627500,628600,628700,630700,634000,638000
235,80634,Greeley,CO,40.407853,-104.75498,Weld County,292700,295500,298000,300000,302800,305300,306600,307000,308500,311600,315200,317800
236,43026,Hilliard,OH,40.021665000000006,-83.14761999999999,Franklin County,244900,245600,246100,247300,248400,249200,249500,249900,250700,252000,252900,253600
237,10701,Yonkers,NY,40.943525,-73.88176,Westchester County,453300,454800,455200,457800,462500,466800,468000,468400,470400,474500,478500,481100
238,75217,Dallas,TX,32.72238,-96.67582,Dallas County,104100,108200,111500,113700,116200,118500,119500,120100,121000,122800,125500,128100
239,29072,Lexington,SC,33.991362,-81.25046999999999,Lexington County,198100,200000,201200,202300,203700,204800,205400,205600,205600,205800,206900,207900
240,91342,Los Angeles,CA,34.307877000000005,-118.42903999999999,Los Angeles County,515600,519500,522400,523800,525000,526500,528200,529600,531000,533100,535200,536600
241,37130,Murfreesboro,TN,35.860152,-86.3648,Rutherford County,185900,188600,191400,193100,194700,196400,197500,198000,199200,200900,203100,204800
242,95123,San Jose,CA,37.244426000000004,-121.83246000000001,Santa Clara County,967500,987600,1004600,1019600,1036800,1046900,1046900,1043300,1043600,1043200,1036600,1031800
243,33012,Hialeah,FL,25.864773,-80.30069,Miami-Dade County,312200,316800,320400,323200,326400,329500,331500,332400,333500,335900,338400,340100
244,60626,Chicago,IL,42.009731,-87.66938,Cook County,394600,392100,391200,386500,379200,372500,369800,370900,373700,377100,378700,378200
245,92335,Fontana,CA,34.088910999999996,-117.45213000000001,San Bernardino County,328900,332800,336300,338700,341000,343100,345100,346300,347000,347700,349100,350500
246,11372,New York,NY,40.750146,-73.88433,Queens County,838900,845000,848700,849100,856200,860900,860500,862300,868100,876900,886800,894200
247,60649,Chicago,IL,41.761734000000004,-87.57072,Cook County,152000,143300,135600,133500,135000,136100,134500,132300,128000,123700,121000,120200
248,92021,El Cajon,CA,32.8201,-116.91233999999999,San Diego County,494400,499200,501900,502700,503100,503700,504800,506800,507800,508300,509000,509900
249,23454,Virginia Beach,VA,36.838398,-76.02861999999999,Virginia Beach City,299200,299600,300600,302000,303800,305000,306100,306600,306200,306400,307800,309700
250,45840,Findlay,OH,41.037325,-83.64576,Hancock County,133600,134500,135300,136100,137300,138600,139500,140000,140400,141000,141300,141300
251,93065,Simi Valley,CA,34.265003,-118.77176999999999,Ventura County,573100,578500,580700,582600,587000,590700,591000,589800,590400,591600,592500,593300
252,33063,Margate,FL,26.251909,-80.21016,Broward County,265200,268300,270200,271000,272900,275700,278200,279700,280500,281100,281600,281800
253,22193,Woodbridge,VA,38.646375,-77.34469,Prince William County,311800,314600,316700,317800,318900,319700,320200,320400,320700,321200,321700,322200
254,32174,Ormond Beach,FL,29.284924,-81.10296,Volusia County,241800,243300,245000,245700,246400,247400,248300,248600,248100,247900,249000,250500
255,44130,Parma Heights,OH,41.378051,-81.77945,Cuyahoga County,133300,134000,134100,134500,134800,134800,134900,135600,136300,136800,137400,138200
256,48185,Westland,MI,42.335937,-83.37799999999999,Wayne County,139800,140400,141000,141900,143000,143500,143300,142800,142900,143600,144700,145500
257,92627,Costa Mesa,CA,33.647028000000006,-117.91506000000001,Orange County,886000,894600,898900,904000,912000,917500,922600,929800,932900,931300,932700,938200
258,72401,Jonesboro,AR,35.844795,-90.68443,Craighead County,109800,110300,111000,111100,110600,109700,109300,109200,109200,110300,113100,115600
259,20001,Washington,DC,38.907711,-77.01732,District of Columbia,779100,784400,788400,789700,793200,798400,802200,803300,803200,804000,807700,813500
260,2360,Plymouth,MA,41.894676000000004,-70.61999,Plymouth County,353300,355300,356700,357900,358800,359800,361300,363200,364800,366600,368800,370900
261,33027,Miramar,FL,25.981409,-80.34491,Broward County,395900,401000,404000,405400,408000,410600,412300,414100,415300,415700,416700,417800
262,20878,Gaithersburg,MD,39.11755,-77.23548000000001,Montgomery County,598500,602300,605600,606200,605200,604300,604500,606800,609100,609200,608900,610900
263,23666,Hampton,VA,37.050946,-76.40711,Hampton City,167200,169000,171000,172300,173400,174400,175900,177300,178300,179200,180600,181800
264,33064,Pompano Beach,FL,26.279108,-80.11319,Broward County,218700,221900,224300,226400,229900,233400,235600,237400,238900,239800,240700,241900
265,30022,Johns Creek,GA,34.026238,-84.24506,Fulton County,401900,406200,409000,411000,413200,414000,413200,413500,415400,419100,421800,422300
266,85705,Tucson,AZ,32.260315999999996,-110.98534,Pima County,145300,146300,146800,147000,147300,148000,148600,149100,149900,150900,151200,150900
267,87121,Albuquerque,NM,35.051247,-106.74258,Bernalillo County,141400,142300,143100,143600,144400,145500,146800,148200,149700,151100,152500,153700
268,34953,Port Saint Lucie,FL,27.246754,-80.38145,Saint Lucie County,212100,214100,215400,217200,219200,221400,223500,225600,226500,227100,227700,228200
269,11218,New York,NY,40.644552000000004,-73.97595,Kings County,1176800,1195800,1222500,1239600,1256000,1274000,1286300,1296200,1313800,1334900,1343900,1343900
270,90011,Los Angeles,CA,34.007063,-118.25868,Los Angeles County,371000,373500,375400,376200,377400,379700,382900,386800,391200,395900,399600,401400
271,8831,Monroe,NJ,40.336508,-74.43302,Middlesex County,433700,434400,435300,434900,433300,433000,434400,435300,435600,435800,436600,438100
272,20019,Washington,DC,38.891445000000004,-76.93811,District of Columbia,310900,310700,308700,306500,307000,309600,313700,318500,322800,326000,329300,331800
273,11223,New York,NY,40.598141999999996,-73.97229,Kings County,953500,974200,996900,1011800,1019700,1023000,1021100,1015600,1015000,1021600,1027300,1029400
274,20147,Ashburn,VA,39.041978,-77.49064,Loudoun County,534900,539900,540400,541200,542800,543100,543700,545700,547700,550800,555300,558200
275,43701,Zanesville,OH,39.949377,-82.00492,Muskingum County,99500,101400,103200,103700,103500,102700,102300,104200,108000,110900,112400,113600
276,91710,Chino,CA,34.015963,-117.68737,San Bernardino County,485100,488700,492000,495800,500300,504300,507100,507600,506900,506700,507600,508700
277,90025,Los Angeles,CA,34.045006,-118.44527,Los Angeles County,1687300,1717300,1736900,1746300,1747300,1743800,1743200,1754900,1767600,1771100,1767900,1772300
278,90027,Los Angeles,CA,34.111208000000005,-118.28842,Los Angeles County,1693100,1703300,1705700,1697400,1690100,1693100,1702800,1715600,1726500,1725800,1715900,1710200
279,44077,Painesville,OH,41.716094,-81.2396,Lake County,149900,150000,150000,150200,151000,152200,153100,153600,154600,156600,158200,158700
280,10021,New York,NY,40.76842,-73.96045,New York County,18377000,18209700,17724700,17408900,17450500,17722800,18006700,18273800,18331900,18131900,17594900,17119600
281,55901,Rochester,MN,44.048931,-92.49459,Olmsted County,210900,212200,213000,214000,215100,215800,216100,216600,217300,218100,219100,220000
282,58103,Fargo,ND,46.860864,-96.81602,Cass County,191400,191300,191400,191900,192400,192800,193600,194800,195500,195100,194300,194000
283,94544,Hayward,CA,37.633732,-122.06101000000001,Alameda County,630400,641200,647600,651300,656100,657800,656600,659500,665800,670500,670700,670300
284,60616,Chicago,IL,41.8474,-87.63126,Cook County,352400,354500,356500,358200,361100,363100,364400,365400,365900,366100,367100,368600
285,30004,Milton,GA,34.119177,-84.30292,Fulton County,410100,413800,416200,417800,419500,420400,419800,419500,420700,424000,426700,427800
286,29730,Rock Hill,SC,34.914611,-81.0125,York County,131500,132500,133400,135200,136200,135200,133700,134200,136500,139200,141100,142200
287,77082,Houston,TX,29.722703999999997,-95.6314,Harris County,171100,172500,173100,173600,174300,175200,176100,177400,178300,178700,178800,179100
288,43228,Columbus,OH,39.954363,-83.12299999999999,Franklin County,134100,134700,135200,136100,137200,138100,138700,139500,140300,141400,142100,142500
289,37128,Murfreesboro,TN,35.813319,-86.4455,Rutherford County,236000,238700,241300,243000,243800,243700,243600,244200,246000,248600,250700,252000
290,97402,Eugene,OR,44.062231,-123.16803999999999,Lane County,236300,238100,239300,240700,242600,244800,247000,248400,249200,250200,251600,252900
291,27713,Durham,NC,35.905765,-78.92113,Durham County,238700,240700,241800,242300,242800,243500,244900,246800,249400,252300,255200,257200
292,19124,Philadelphia,PA,40.017362,-75.08769000000001,Philadelphia County,84400,86100,87900,88900,89900,90800,91300,91900,92800,94200,95900,97000
293,35242,Hoover,AL,33.409582,-86.69684000000001,Jefferson County,337000,340400,343900,346000,347200,348500,349600,350100,350500,350900,350400,349900
294,30127,Powder Springs,GA,33.874553000000006,-84.68784000000001,Cobb County,192400,195700,198700,200400,201500,202100,202600,203300,204600,206700,208900,210400
295,33313,Lauderhill,FL,26.148613,-80.22446,Broward County,227100,231000,233300,234000,235500,237800,239700,241800,243500,244500,245000,245400
296,71913,Hot Springs,AR,34.47056,-93.08805,Garland County,145600,145400,145900,145600,145400,146000,147100,147700,147700,147900,148800,149800
297,95051,Santa Clara,CA,37.346241,-121.9846,Santa Clara County,1451200,1488400,1515200,1542900,1578000,1598000,1597300,1597600,1598500,1588500,1566100,1554200
298,80525,Fort Collins,CO,40.532354,-105.0535,Larimer County,401000,403100,405200,408200,410700,411100,410100,409500,409500,411000,413700,416200
299,93727,Fresno,CA,36.753177,-119.69703,Fresno County,248400,250700,251300,251700,252900,254000,254600,255500,257200,259300,261300,262700
300,29464,Mount Pleasant,SC,32.813518,-79.85899,Charleston County,493400,502500,510100,512800,513700,515500,517400,519000,519900,520700,522000,523500
301,27703,Durham,NC,35.966431,-78.83969,Durham County,179900,181400,182700,183600,184100,184800,186100,187500,189500,192200,194800,196500
302,77840,College Station,TX,30.614646999999998,-96.32641,Brazos County,200800,204400,207900,210300,213600,216900,219200,221100,222900,223400,224500,226300
303,75150,Mesquite,TX,32.818391999999996,-96.63355,Dallas County,158400,161900,164800,167000,169200,171300,173200,174900,175800,176500,178700,181500
